@relation relation

@attribute RDcost_MSM numeric
@attribute RDcost_2Nx2N numeric
@attribute RDcost_2NxN numeric
@attribute RDcost_Nx2N numeric
@attribute part {0,1,2,3,4,5,6,7}
@attribute MergeFlag {0,1}
@attribute SkipMergeFlag {0,1}
@attribute med_med numeric
@attribute neighDepth_diff numeric
@attribute SplitQuadtree {0,1}

@data
1081,1646,1680,1945,0,1,1,0.708333,-1.29167,0
1067,1390,1817,1817,0,1,1,0.708333,-1.29167,0
602,1294,1407,1407,0,1,1,0.708333,-1.29167,0
603,1403,1534,1572,0,1,1,0.708333,-1.29167,0
625,1267,1668,1668,0,1,1,0.708333,-1.29167,0
879,1545,1658,1658,0,1,1,0.708333,-1.29167,0
929,1565,1989,1917,0,1,1,0.708333,-1.29167,0
507,1075,1188,1244,0,1,0,0.708333,-1.29167,0
1396,1760,1628,1628,0,1,0,0.708333,-1.29167,0
697,1305,1379,1379,0,1,0,0.708333,-1.29167,0
1051,1270,1540,1723,0,1,0,0.708333,-1.29167,0
792,1425,1538,1538,0,1,1,0.708333,-1.29167,0
969,1332,1445,1445,0,1,0,0.708333,-1.29167,0
563,1186,1243,1243,0,1,1,0.708333,-1.29167,0
629,1120,1233,1233,0,1,0,0.708333,-1.29167,0
448,1000,1113,1113,0,1,1,0.958333,-1.04167,0
585,1139,1252,1252,0,1,1,0.958333,-1.04167,0
877,1424,1593,1593,0,1,1,0.958333,-1.04167,0
1455,1820,1649,1933,0,1,1,0.958333,-1.04167,0
580,1199,1312,1312,0,1,1,0.958333,-1.04167,0
842,1289,1458,1458,0,1,1,0.958333,-1.04167,0
794,1247,1360,1360,0,1,1,0.958333,-1.04167,0
673,1107,1220,1220,0,1,1,0.958333,-1.04167,0
519,1109,1222,1222,0,1,1,0.958333,-1.04167,0
728,1247,1295,1351,0,1,1,0.958333,-1.04167,0
785,1371,1484,1484,0,1,1,0.958333,-1.04167,0
1098,1548,1661,1661,0,1,1,0.958333,-1.04167,0
567,1076,1245,1245,0,1,0,0.958333,-1.04167,0
773,1548,1718,1718,0,1,1,0.958333,-1.04167,0
810,1319,1488,1488,0,1,1,0.958333,-1.04167,0
740,1325,1418,1418,0,1,1,0.958333,-1.04167,0
742,1453,1593,1593,0,1,0,0.875,-1.125,0
522,1088,1201,1247,0,1,1,0.875,-1.125,0
507,994,1107,1107,0,1,1,0.875,-1.125,0
818,1594,1650,1650,0,1,1,0.875,-1.125,0
781,1367,1511,1480,0,1,0,0.875,-1.125,0
809,1412,1412,1412,0,1,0,0.875,-1.125,0
719,1404,1460,1517,0,1,1,0.875,-1.125,0
1718,1820,1877,1877,0,1,1,0.875,-1.125,0
552,1031,1144,1144,0,1,1,0.875,-1.125,0
764,1179,1292,1292,0,1,1,0.875,-1.125,0
591,1048,1161,1161,0,1,1,0.875,-1.125,0
707,1366,1422,1479,0,1,1,0.875,-1.125,0
520,1110,1223,1289,0,1,1,0.875,-1.125,0
659,1320,1284,1284,0,1,1,0.875,-1.125,0
756,1274,1331,1387,0,1,1,0.875,-1.125,0
578,1363,1461,1518,0,1,1,0.875,-1.125,0
478,1026,1389,1445,0,1,0,1.125,-0.875,0
847,1212,1269,1269,0,1,1,1.125,-0.875,0
498,1171,1400,1340,0,1,1,1.125,-0.875,0
541,1189,1231,1287,0,1,1,1.125,-0.875,0
706,1222,1279,1279,0,1,1,1.125,-0.875,0
713,1386,1443,1443,0,1,1,1.125,-0.875,0
601,1415,1528,1528,0,1,1,1.125,-0.875,0
815,1435,1692,1548,0,1,1,1.125,-0.875,0
662,1084,1197,1197,0,1,1,1.125,-0.875,0
548,1047,1183,1183,0,1,1,1.125,-0.875,0
866,1325,1382,1382,0,1,1,1.125,-0.875,0
741,1266,1323,1379,0,1,1,1.125,-0.875,0
678,1187,1300,1300,0,1,1,1.125,-0.875,0
872,1429,1542,1542,0,1,1,1.125,-0.875,0
563,1072,1185,1185,0,1,1,1.125,-0.875,0
512,1021,1134,1190,0,1,1,1.125,-0.875,0
813,1378,1491,1491,0,1,1,0.958333,-1.04167,0
1009,1603,1687,1719,0,1,1,0.958333,-1.04167,0
902,1524,1580,1637,0,1,1,0.958333,-1.04167,0
585,1150,1263,1263,0,1,1,0.958333,-1.04167,0
1042,1709,1764,1879,0,1,1,0.958333,-1.04167,0
1011,1519,1656,1632,0,1,1,0.958333,-1.04167,0
452,1062,1175,1175,0,1,1,0.958333,-1.04167,0
619,1217,1330,1330,0,1,1,0.958333,-1.04167,0
1183,1805,1861,1918,0,1,1,0.958333,-1.04167,0
1385,1565,1906,2063,0,1,1,0.958333,-1.04167,0
381,1003,1116,1116,0,1,1,0.958333,-1.04167,0
562,1030,1143,1143,0,1,1,0.958333,-1.04167,0
1115,1415,1603,1603,0,1,1,0.958333,-1.04167,0
774,1381,1494,1494,0,1,1,0.958333,-1.04167,0
789,1377,1490,1490,0,1,1,0.958333,-1.04167,0
973,1627,1683,1740,0,1,1,0.958333,-1.04167,0
910,1465,1475,1475,0,1,1,0.916667,-1.08333,0
898,1350,1463,1463,0,1,1,0.916667,-1.08333,0
925,1434,1547,1547,0,1,1,0.916667,-1.08333,0
3885,3606,4167,4167,0,0,0,0.916667,-1.08333,0
574,1019,1247,1245,0,1,1,0.916667,-1.08333,0
772,1216,1482,1329,0,1,1,0.916667,-1.08333,0
2865,2241,2839,2680,5,0,0,0.916667,-1.08333,0
1357,1866,1979,2035,0,0,0,0.916667,-1.08333,0
765,1217,1330,1330,0,1,1,0.916667,-1.08333,0
992,1501,1614,1617,0,0,0,0.916667,-1.08333,0
632,1156,1197,1197,0,1,1,0.916667,-1.08333,0
413,922,1035,1035,0,1,1,0.916667,-1.08333,0
494,987,1228,1106,0,1,1,0.916667,-1.08333,0
486,995,1108,1108,0,1,1,0.916667,-1.08333,0
511,1023,1136,1136,0,1,1,0.916667,-1.08333,0
1371,1712,2200,2200,0,1,1,0.916667,-1.08333,0
594,1146,1259,1259,0,1,1,1.125,-0.875,0
707,1214,1327,1327,0,1,1,1.125,-0.875,0
1215,1611,1724,1851,0,0,0,1.125,-0.875,0
735,1187,1357,1470,0,1,1,1.125,-0.875,0
751,1734,1942,1942,0,1,1,1.125,-0.875,0
800,1277,1592,1911,0,1,1,1.125,-0.875,0
820,1372,1385,1620,0,1,1,1.125,-0.875,0
1194,1620,1733,1733,0,1,1,1.125,-0.875,0
959,1348,1455,1689,0,1,1,1.125,-0.875,0
1010,1524,1563,1661,0,1,1,1.125,-0.875,0
574,984,1097,1097,0,1,1,1.125,-0.875,0
645,1154,1234,1208,0,1,1,1.125,-0.875,0
644,1436,1533,1533,0,1,1,1.125,-0.875,0
997,1327,1440,1440,0,1,1,1.125,-0.875,0
432,1148,1204,1204,0,1,1,1.125,-0.875,0
608,1213,1269,1269,0,1,1,1.125,-0.875,0
651,1316,1429,1429,0,1,1,1.4375,-0.5625,0
749,1471,1590,1590,0,1,1,1.4375,-0.5625,0
1656,1754,2136,2897,0,1,1,1.4375,-0.5625,0
980,1736,1831,2337,0,1,1,1.4375,-0.5625,0
871,1378,1618,1618,0,1,1,1.4375,-0.5625,0
1042,1487,1543,1600,0,1,1,1.4375,-0.5625,0
2055,1834,2139,3603,0,1,1,1.4375,-0.5625,1
1314,1823,1685,2555,0,1,1,1.4375,-0.5625,0
686,1370,1483,1483,0,1,1,1.4375,-0.5625,0
875,1684,1861,2167,0,1,1,1.4375,-0.5625,0
558,1329,1443,1474,0,1,1,1.4375,-0.5625,0
1097,1642,1835,2134,0,1,1,1.4375,-0.5625,0
912,1775,1867,1867,0,1,1,1.4375,-0.5625,0
699,1246,1359,1359,0,1,1,1.4375,-0.5625,0
477,906,962,1019,0,1,1,1.4375,-0.5625,0
594,1020,1076,1133,0,1,1,1.4375,-0.5625,0
998,1380,1697,1620,0,1,1,0.9375,-1.0625,0
4977,4099,5464,5574,1,0,0,0.9375,-1.0625,0
2186,2348,2762,2762,5,1,0,0.9375,-1.0625,0
1402,1922,1813,1955,0,1,1,0.9375,-1.0625,1
3619,3982,4997,4538,1,0,0,0.9375,-1.0625,0
2265,2686,3832,4131,0,1,0,0.9375,-1.0625,1
1620,1960,2073,2137,0,1,1,0.9375,-1.0625,0
1383,2029,2142,2220,4,1,0,0.9375,-1.0625,1
862,1402,1402,1402,0,1,1,0.9375,-1.0625,0
642,1562,1455,1455,0,1,1,0.9375,-1.0625,1
869,1274,1363,1363,0,1,1,0.9375,-1.0625,0
848,1298,1298,1355,0,1,1,0.9375,-1.0625,0
1046,1525,1611,1951,4,0,0,0.9375,-1.0625,0
1069,1578,1634,1600,0,1,1,0.9375,-1.0625,0
863,1316,1372,1429,0,1,1,0.9375,-1.0625,0
1130,1526,1583,1583,0,1,1,0.9375,-1.0625,0
5783,6267,9846,7729,2,0,0,1.36458,-0.635417,0
3005,3526,4529,5921,0,1,0,1.36458,-0.635417,1
1520,2018,2436,2436,0,1,1,1.36458,-0.635417,0
854,1380,1350,1350,0,1,0,1.36458,-0.635417,0
978,1532,1465,1433,0,1,1,1.36458,-0.635417,0
535,1153,1097,1097,0,1,1,1.36458,-0.635417,0
868,1673,1617,1617,0,1,0,1.36458,-0.635417,0
571,1180,1195,1195,0,1,1,1.36458,-0.635417,0
757,1184,1184,1199,0,1,1,1.36458,-0.635417,0
645,1169,1097,1123,0,1,1,1.36458,-0.635417,0
824,1373,1317,1317,0,1,1,1.36458,-0.635417,0
663,1174,1118,1118,0,1,0,1.36458,-0.635417,0
742,1162,1049,1049,0,1,1,1.36458,-0.635417,0
559,1037,947,993,0,1,1,1.36458,-0.635417,0
1026,1811,1747,1698,0,1,1,1.36458,-0.635417,0
730,1147,1628,1393,0,1,1,1.36458,-0.635417,0
318,907,794,794,0,1,1,1.26042,-0.739583,0
848,1482,1422,1422,0,1,1,1.26042,-0.739583,0
649,1198,1481,1595,0,1,0,1.26042,-0.739583,0
648,1215,1045,1045,0,1,0,1.26042,-0.739583,0
312,877,764,708,0,1,1,1.26042,-0.739583,0
860,1455,1139,1393,0,1,1,1.26042,-0.739583,0
666,1276,1107,1107,0,1,0,1.26042,-0.739583,0
814,1311,1197,1141,0,1,1,1.26042,-0.739583,0
950,1461,1348,1399,0,1,1,1.26042,-0.739583,0
742,1475,1305,1305,0,1,1,1.26042,-0.739583,0
947,1448,1335,1335,0,1,1,1.26042,-0.739583,0
758,1365,1231,1231,0,1,1,1.26042,-0.739583,0
423,1111,1064,942,0,0,0,1.26042,-0.739583,0
463,1055,942,942,0,1,1,1.26042,-0.739583,0
932,1272,1159,1159,0,1,0,1.26042,-0.739583,0
754,1297,1184,1128,0,1,1,1.26042,-0.739583,0
761,1257,1144,1088,0,1,1,0.708333,-1.29167,0
531,1177,999,999,0,1,1,0.708333,-1.29167,0
548,1155,1042,1032,0,1,1,0.708333,-1.29167,0
583,1163,1050,993,0,1,1,0.708333,-1.29167,0
922,1275,1316,1626,0,1,0,0.708333,-1.29167,0
647,1131,1018,1231,0,1,1,0.708333,-1.29167,0
746,1382,1269,1269,0,1,1,0.708333,-1.29167,0
690,1159,1030,1030,0,1,0,0.708333,-1.29167,0
563,1063,950,890,0,1,1,0.708333,-1.29167,0
823,1286,1318,1261,5,0,0,0.708333,-1.29167,0
790,1489,1376,1320,0,1,0,0.708333,-1.29167,0
547,1095,925,925,0,1,1,0.708333,-1.29167,0
437,1285,1060,1132,0,1,0,0.708333,-1.29167,0
1074,2030,2424,1599,0,1,1,0.708333,-1.29167,0
805,1375,1362,1305,0,1,1,0.708333,-1.29167,0
603,1179,1123,1123,0,1,1,0.708333,-1.29167,0
692,1571,1656,1151,0,1,1,0.958333,-1.04167,0
597,1390,1020,1020,0,1,1,0.958333,-1.04167,0
738,1530,1321,1321,0,1,1,0.958333,-1.04167,0
811,1365,1324,1267,0,1,0,0.958333,-1.04167,0
681,1225,1169,1112,0,1,1,0.958333,-1.04167,0
902,1430,1317,1317,0,1,1,0.958333,-1.04167,0
543,1119,1006,1006,0,1,1,0.958333,-1.04167,0
593,1095,1039,982,0,1,1,0.958333,-1.04167,0
1420,2344,2570,2457,0,1,0,0.958333,-1.04167,0
808,1320,1320,1263,0,1,0,0.958333,-1.04167,0
766,1467,1443,1354,0,1,1,0.958333,-1.04167,0
868,1242,1186,1412,0,1,1,0.958333,-1.04167,0
504,1099,986,929,0,1,1,0.958333,-1.04167,0
655,1535,1481,1481,0,1,1,0.958333,-1.04167,0
590,1095,982,982,0,1,0,0.958333,-1.04167,0
669,1349,1236,1236,0,1,0,0.958333,-1.04167,0
463,1209,1153,1096,0,1,1,0.541667,-1.45833,0
542,1388,1299,1242,0,1,1,0.541667,-1.45833,0
596,1436,1284,1266,0,1,1,0.541667,-1.45833,0
540,1357,1244,1144,0,1,1,0.541667,-1.45833,0
609,1260,1147,1090,0,1,1,0.541667,-1.45833,0
792,1419,1301,1244,0,1,1,0.541667,-1.45833,0
670,1236,1179,1123,0,1,1,0.541667,-1.45833,0
635,1257,1144,1144,0,1,1,0.541667,-1.45833,0
412,1030,974,917,0,1,1,0.541667,-1.45833,0
452,1102,979,979,0,1,1,0.541667,-1.45833,0
809,1396,1422,1668,0,1,1,0.541667,-1.45833,0
652,1295,1239,1182,0,1,1,0.541667,-1.45833,0
995,1437,1324,1324,0,1,1,0.541667,-1.45833,0
665,1231,1118,1118,0,1,1,0.541667,-1.45833,0
856,1417,1304,1304,0,1,1,0.541667,-1.45833,0
597,1163,1106,1050,0,1,1,0.541667,-1.45833,0
957,1551,1438,1381,0,1,0,0.875,-1.125,0
805,1374,1386,1209,0,1,0,0.875,-1.125,0
526,1091,978,1079,0,1,0,0.875,-1.125,0
433,1036,923,1131,0,1,1,0.875,-1.125,0
1296,2006,1784,1861,0,1,1,0.875,-1.125,0
852,1531,1407,1351,0,1,0,0.875,-1.125,0
780,1468,1411,1355,0,1,0,0.875,-1.125,0
806,1515,1402,1345,0,1,1,0.875,-1.125,0
605,1171,1058,1001,0,1,1,0.875,-1.125,0
625,1430,1317,1260,0,1,1,0.875,-1.125,0
638,1604,1491,1547,0,1,0,0.875,-1.125,0
704,1270,1445,1100,0,1,0,0.875,-1.125,0
771,1326,1243,1186,0,1,0,0.875,-1.125,0
660,1205,1035,1035,0,1,0,0.875,-1.125,0
584,1334,1221,1165,0,1,1,0.875,-1.125,0
747,1212,1042,986,0,1,0,0.875,-1.125,0
536,1141,1052,976,0,1,1,0.833333,-1.16667,0
486,1112,1056,999,0,1,1,0.833333,-1.16667,0
568,1235,1179,1122,0,1,0,0.833333,-1.16667,0
847,1562,1449,1449,0,1,0,0.833333,-1.16667,0
1078,1803,1648,1880,0,1,0,0.833333,-1.16667,0
611,1244,1148,1131,0,1,0,0.833333,-1.16667,0
660,1252,1192,1139,0,1,0,0.833333,-1.16667,0
614,1165,1109,1052,0,1,0,0.833333,-1.16667,0
688,1312,1256,1221,0,1,1,0.833333,-1.16667,0
663,1246,1106,979,0,1,1,0.833333,-1.16667,0
621,1193,1137,1080,0,1,1,0.833333,-1.16667,0
396,900,844,842,0,1,1,0.833333,-1.16667,0
1043,1768,1560,1171,0,1,0,0.833333,-1.16667,0
1286,1479,1726,1670,0,1,0,0.833333,-1.16667,0
645,1216,1159,1159,0,1,0,0.833333,-1.16667,0
753,1430,1194,1413,0,1,1,0.833333,-1.16667,0
913,1549,1493,1436,0,1,0,0.541667,-1.45833,0
907,1406,1421,1553,0,1,0,0.541667,-1.45833,0
688,1307,1251,1194,0,1,0,0.541667,-1.45833,0
796,1293,1237,1237,0,1,0,0.541667,-1.45833,0
606,1182,1076,1018,0,1,0,0.541667,-1.45833,0
879,1626,1498,1107,0,1,0,0.541667,-1.45833,0
843,1232,1179,1405,0,1,0,0.541667,-1.45833,0
841,1313,1257,1200,0,1,0,0.541667,-1.45833,0
958,1296,1393,1492,0,1,0,0.541667,-1.45833,0
657,1270,1345,1288,0,1,0,0.541667,-1.45833,0
736,1301,1280,1188,0,1,0,0.541667,-1.45833,0
939,1435,1718,1322,0,1,0,0.541667,-1.45833,0
1292,1831,1567,2256,0,1,0,0.541667,-1.45833,0
977,1652,1551,1569,0,1,0,0.541667,-1.45833,0
816,1148,1035,1035,0,1,0,0.541667,-1.45833,0
766,1350,1036,979,0,1,0,0.541667,-1.45833,0
802,1320,1264,1207,0,1,0,0.583333,-1.41667,0
1122,1360,1396,1324,0,1,0,0.583333,-1.41667,0
661,1087,974,974,0,1,0,0.583333,-1.41667,0
619,1284,1194,1138,0,1,1,0.583333,-1.41667,0
573,1182,1069,1069,0,1,0,0.583333,-1.41667,0
841,1734,961,961,0,1,0,0.583333,-1.41667,0
890,1207,1574,1094,0,1,0,0.583333,-1.41667,0
1046,1918,1122,1122,0,1,0,0.583333,-1.41667,0
1026,1450,1337,1471,0,1,0,0.583333,-1.41667,0
914,1804,1775,1214,2,1,0,0.583333,-1.41667,0
644,1272,1152,1152,0,1,0,0.583333,-1.41667,0
686,1162,1106,1106,0,1,0,0.583333,-1.41667,0
791,1433,1279,1320,0,1,0,0.583333,-1.41667,0
1066,1397,1278,1273,0,1,0,0.583333,-1.41667,0
1077,1416,1303,1303,0,1,0,0.583333,-1.41667,0
837,1549,1689,1349,0,1,0,1,-1,0
1122,2331,2091,2091,0,1,1,1,-1,0
901,1684,1162,1162,0,1,0,1,-1,0
1096,1840,1727,1727,0,1,0,1,-1,0
1274,1664,1551,1494,0,1,0,1,-1,0
896,1616,1173,1117,0,1,0,1,-1,0
916,1567,1530,1616,0,1,0,1,-1,0
737,2226,1780,2508,0,1,0,0.95,-1.05,0
1337,1720,1823,2051,4,1,0,0.95,-1.05,0
1263,2253,2136,2299,0,1,0,0.95,-1.05,0
1349,1632,1519,1576,0,1,0,0.95,-1.05,0
2391,3097,3114,3607,0,1,0,0.95,-1.05,0
2500,3344,2735,2670,0,1,0,0.95,-1.05,0
3823,3822,4246,4246,6,0,0,1,-1,0
2068,2005,2664,2175,0,1,0,1,-1,1
2693,3395,3858,3268,0,0,0,1.77083,-0.229167,0
7221,7869,8968,9077,0,1,1,1.77083,-0.229167,1
6020,6152,6430,6146,0,1,0,1.77083,-0.229167,0
1442,1668,1725,1668,0,1,0,1.77083,-0.229167,0
1346,1573,1686,1912,0,0,0,1.69792,-0.302083,0
4116,3859,4362,4022,0,0,0,1.46875,-0.53125,0
2382,2664,2721,3004,0,1,0,1.46875,-0.53125,0
1011,1546,1351,1351,0,0,0,1.46875,-0.53125,0
1246,1755,1811,2038,0,1,1,1.27083,-0.729167,0
755,1603,1656,1743,0,1,0,1.27083,-0.729167,0
2489,2485,2969,2921,0,0,0,1.27083,-0.729167,0
774,1226,1363,1392,0,0,0,1.27083,-0.729167,0
764,1637,1751,1694,0,1,1,1.27083,-0.729167,0
550,1287,1615,1595,0,1,1,1.27083,-0.729167,0
927,1623,1653,1653,0,1,1,1.27083,-0.729167,0
995,1435,1446,1506,0,1,1,1.27083,-0.729167,0
996,1392,1505,1731,5,1,0,0.979167,-1.02083,0
1405,1877,1904,1964,5,1,0,0.979167,-1.02083,0
491,1231,1231,1339,0,1,1,0.979167,-1.02083,1
403,1068,1205,1296,0,1,1,0.979167,-1.02083,1
947,1411,1735,1921,0,1,0,0.979167,-1.02083,0
531,1135,1248,1464,0,1,1,0.979167,-1.02083,0
484,914,1083,1027,4,0,0,0.979167,-1.02083,0
860,1364,1132,1132,0,0,0,0.979167,-1.02083,0
555,1229,1289,1269,0,1,1,0.979167,-1.02083,0
1086,1786,1538,1843,0,1,1,0.979167,-1.02083,0
692,1201,1314,1314,0,1,1,0.979167,-1.02083,0
1246,1871,1746,2094,0,1,1,0.979167,-1.02083,0
436,1000,1113,1113,0,1,1,0.979167,-1.02083,0
854,1367,1423,1423,0,1,0,0.979167,-1.02083,0
756,1370,1427,1427,0,1,1,0.979167,-1.02083,0
812,1357,1414,1414,0,1,1,0.979167,-1.02083,0
798,1514,1627,1572,0,1,0,0.4375,-1.5625,0
676,1227,1340,1283,0,1,1,0.4375,-1.5625,0
760,1314,1371,1371,0,1,1,0.4375,-1.5625,0
1454,2153,1933,2185,4,0,0,0.4375,-1.5625,0
407,1312,1377,1377,0,1,1,0.4375,-1.5625,0
754,1659,1791,1734,0,1,0,0.4375,-1.5625,0
687,1401,1468,1418,0,0,0,0.4375,-1.5625,0
695,1317,1374,1374,0,1,0,0.4375,-1.5625,0
741,1395,1451,1451,0,1,1,0.4375,-1.5625,0
790,1345,1402,1345,0,1,0,0.4375,-1.5625,0
861,1414,1476,1476,0,1,1,0.4375,-1.5625,0
812,1432,1489,1432,0,1,0,0.4375,-1.5625,0
788,1720,1732,1720,0,1,0,0.4375,-1.5625,0
778,1480,1494,1480,0,1,0,0.4375,-1.5625,0
1385,1942,2044,2408,0,1,1,0.4375,-1.5625,0
800,1432,1488,1488,0,1,1,0.4375,-1.5625,0
568,1420,1405,1405,0,1,1,0.4375,-1.5625,0
659,1242,1298,1298,0,1,1,0.4375,-1.5625,0
598,1204,1317,1260,0,1,1,0.4375,-1.5625,0
574,990,1103,1103,0,0,0,0.4375,-1.5625,0
1165,1625,1843,1787,0,1,1,0.4375,-1.5625,0
1009,1631,1876,1687,0,1,1,0.4375,-1.5625,0
887,1233,1440,1509,0,1,1,0.4375,-1.5625,0
541,1106,1219,1163,0,1,1,0.4375,-1.5625,0
557,1157,1157,1157,0,1,1,0.4375,-1.5625,0
834,1349,1349,1349,0,1,1,0.4375,-1.5625,0
909,1506,1562,1506,0,1,1,0.4375,-1.5625,0
809,1529,1529,1473,0,1,1,0.4375,-1.5625,0
525,1061,1118,1061,0,1,0,0.4375,-1.5625,0
869,1291,1291,1291,0,1,1,0.4375,-1.5625,0
907,1471,1525,1471,0,1,1,0.4375,-1.5625,0
718,1340,1396,1340,0,1,1,0.4375,-1.5625,0
689,1274,1382,1258,0,1,1,0.666667,-1.33333,0
782,1472,1400,1400,0,1,1,0.666667,-1.33333,0
384,949,949,949,0,0,0,0.666667,-1.33333,0
656,1168,1224,1224,0,1,1,0.666667,-1.33333,0
696,1281,1338,1338,0,1,1,0.666667,-1.33333,0
965,1245,1302,1472,0,1,1,0.666667,-1.33333,0
618,1071,1184,1311,4,1,0,0.666667,-1.33333,0
676,1278,1285,1285,0,0,0,0.666667,-1.33333,0
718,1227,1340,1463,0,1,1,0.666667,-1.33333,0
588,1097,1312,1154,0,1,1,0.666667,-1.33333,0
546,1055,1168,1111,0,1,1,0.666667,-1.33333,0
841,1565,1678,1622,0,1,1,0.666667,-1.33333,0
314,1047,1160,1104,0,1,1,0.666667,-1.33333,0
466,1048,1161,1105,0,1,1,0.666667,-1.33333,0
1186,2006,1988,1988,0,1,1,0.666667,-1.33333,0
734,1582,1502,1502,0,1,1,0.666667,-1.33333,0
915,1520,1836,1537,0,1,1,0.604167,-1.39583,0
470,1092,1092,1035,0,1,1,0.604167,-1.39583,0
793,1286,1286,1286,0,0,0,0.604167,-1.39583,0
969,1698,1306,1306,0,1,1,0.604167,-1.39583,0
1270,1888,1888,1831,0,1,1,0.604167,-1.39583,0
779,1633,1700,1526,0,1,1,0.604167,-1.39583,0
907,1472,1416,1416,0,0,0,0.604167,-1.39583,0
552,1174,1117,1117,0,1,1,0.604167,-1.39583,0
581,1152,1146,1146,0,1,1,0.604167,-1.39583,0
792,1405,1357,1357,0,0,0,0.604167,-1.39583,0
1068,1525,1633,1633,0,1,1,0.604167,-1.39583,0
614,1208,1225,1225,0,1,1,0.604167,-1.39583,0
682,1194,1155,1155,0,1,1,0.604167,-1.39583,0
454,1155,1098,1098,0,1,1,0.604167,-1.39583,0
640,1245,1188,1188,0,1,1,0.604167,-1.39583,0
1036,1630,1630,1573,0,1,1,0.770833,-1.22917,0
910,1408,1534,1534,0,1,1,0.770833,-1.22917,0
766,1445,1528,1388,0,1,1,0.770833,-1.22917,0
1296,1774,1522,1597,1,0,0,0.770833,-1.22917,0
513,1348,1348,1348,0,1,1,0.770833,-1.22917,0
517,1082,1139,1082,0,1,1,0.770833,-1.22917,0
548,1396,1534,1579,0,0,0,0.770833,-1.22917,0
1759,1959,2518,2666,0,1,0,0.770833,-1.22917,0
641,1332,1332,1332,0,1,1,0.770833,-1.22917,0
772,1333,1276,1276,0,1,1,0.770833,-1.22917,0
706,1323,1227,1266,0,1,1,0.770833,-1.22917,0
460,1104,1047,1047,0,1,1,0.770833,-1.22917,0
715,1336,1279,1279,0,1,1,0.770833,-1.22917,0
888,1516,1459,1459,0,1,1,0.770833,-1.22917,0
618,1205,1148,1148,0,1,1,0.770833,-1.22917,0
639,1226,1169,1169,0,1,1,0.770833,-1.22917,0
465,1087,1030,1030,0,1,1,0.770833,-1.22917,0
910,1532,1475,1475,0,1,1,0.770833,-1.22917,0
2160,2111,2386,2613,0,0,0,0.770833,-1.22917,0
2665,2948,2948,3020,2,0,0,0.770833,-1.22917,1
1406,1832,1796,1796,0,1,1,0.770833,-1.22917,0
1118,1683,1683,1683,0,1,1,0.770833,-1.22917,0
3205,3488,3488,3608,2,0,0,0.770833,-1.22917,0
2260,2400,2543,2187,1,1,0,0.770833,-1.22917,0
1079,1782,1473,1305,0,1,0,0.770833,-1.22917,0
790,1186,1186,1129,0,1,0,0.770833,-1.22917,0
929,1519,1567,1576,0,1,1,0.770833,-1.22917,0
1230,1626,1698,1626,0,0,0,0.770833,-1.22917,0
601,1216,1223,1166,0,1,1,0.770833,-1.22917,0
1280,1810,1810,1810,0,1,1,0.770833,-1.22917,0
1280,1722,1845,1845,0,1,1,0.770833,-1.22917,0
718,1283,1283,1283,0,0,0,0.770833,-1.22917,0
821,1611,1461,1633,0,1,1,0.927083,-1.07292,0
447,936,936,936,0,1,1,0.927083,-1.07292,0
2814,3593,4378,4210,5,1,0,0.927083,-1.07292,0
2630,3568,5377,4545,0,1,1,0.927083,-1.07292,1
734,1582,1415,1359,0,1,1,0.927083,-1.07292,0
758,1423,1525,1469,0,1,1,0.927083,-1.07292,0
3727,3375,3573,3916,0,1,0,0.927083,-1.07292,0
1823,2545,2854,2043,0,1,1,0.927083,-1.07292,1
699,1264,1208,1262,0,1,0,0.927083,-1.07292,0
675,1135,1229,1229,0,1,1,0.927083,-1.07292,0
850,1415,1359,1359,0,1,1,0.927083,-1.07292,0
499,1064,1064,1008,0,1,1,0.927083,-1.07292,0
771,1209,1209,1152,0,0,0,0.927083,-1.07292,0
553,1150,1150,1094,0,1,1,0.927083,-1.07292,0
952,1707,1707,1651,0,1,1,0.927083,-1.07292,0
551,1114,1209,1209,0,1,1,0.927083,-1.07292,0
576,996,1102,1102,0,1,1,1.04167,-0.958333,0
978,1624,1597,1597,0,1,1,1.04167,-0.958333,0
2161,2907,2675,2392,1,1,0,1.04167,-0.958333,0
779,1279,1222,1166,0,1,1,1.04167,-0.958333,0
599,1302,1246,1246,0,1,1,1.04167,-0.958333,0
1809,2309,2827,2637,0,1,1,1.04167,-0.958333,0
2515,3123,3089,3067,0,1,0,1.04167,-0.958333,0
682,1530,1501,1501,0,1,1,1.04167,-0.958333,0
834,1390,1579,1579,0,1,1,1.04167,-0.958333,0
539,1031,1031,1031,0,1,1,1.04167,-0.958333,0
640,1277,1277,1277,0,1,1,1.04167,-0.958333,0
791,1504,1504,1504,0,1,1,1.04167,-0.958333,0
860,1534,1550,1419,0,1,1,1.04167,-0.958333,0
841,1484,1484,1531,0,1,1,1.04167,-0.958333,0
774,1514,1506,1506,0,1,1,1.04167,-0.958333,0
903,1483,1483,1427,0,1,1,0.875,-1.125,0
567,1164,1107,1107,0,1,1,0.875,-1.125,0
2552,3029,2830,2830,0,1,0,0.875,-1.125,0
3829,3713,4439,5142,1,0,0,0.875,-1.125,0
715,1275,1219,1219,0,1,1,0.875,-1.125,0
838,1838,1952,1715,0,1,1,0.875,-1.125,0
